word,vector
"браку
",[ 2. 18.  1. 12. 21.  0.]
"жалка
",[ 8.  1. 13. 12.  1.  0.]
"подбо
",[17. 16.  5.  2. 16.  0.]
"замел
",[ 9.  1. 14.  6. 13.  0.]
"штоку
",[26. 20. 16. 12. 21.  0.]
"буках
",[ 2. 21. 12.  1. 23.  0.]
"попел
",[17. 16. 17.  6. 13.  0.]
"спурт
",[19. 17. 21. 18. 20.  0.]
"милою
",[14. 10. 13. 16. 32.  0.]
"скулю
",[19. 12. 21. 13. 32.  0.]
"фуфлу
",[22. 21. 22. 13. 21.  0.]
"потов
",[17. 16. 20. 16.  3.  0.]
"врыть
",[ 3. 18. 29. 20. 28.  0.]
"надея
",[15.  1.  5.  6. 33.  0.]
"опоил
",[16. 17. 16. 10. 13.  0.]
"следу
",[19. 13.  6.  5. 21.  0.]
"шутке
",[26. 21. 20. 12.  6.  0.]
"овлад
",[16.  3. 13.  1.  5.  0.]
"егерь
",[ 6.  4.  6. 18. 28.  0.]
"шлаку
",[26. 13.  1. 12. 21.  0.]
"ракою
",[18.  1. 12. 16. 32.  0.]
"расте
",[18.  1. 19. 20.  6.  0.]
"замом
",[ 9.  1. 14. 16. 14.  0.]
"бодун
",[ 2. 16.  5. 21. 15.  0.]
"руках
",[18. 21. 12.  1. 23.  0.]
"норий
",[15. 16. 18. 10. 11.  0.]
"ссоре
",[19. 19. 16. 18.  6.  0.]
"вадик
",[ 3.  1.  5. 10. 12.  0.]
"ромки
",[18. 16. 14. 12. 10.  0.]
"белил
",[ 2.  6. 13. 10. 13.  0.]
"тучна
",[20. 21. 25. 15.  1.  0.]
"ксюшу
",[12. 19. 32. 26. 21.  0.]
"увере
",[21.  3.  6. 18.  6.  0.]
"вежду
",[ 3.  6.  8.  5. 21.  0.]
"рулём
",[18. 21. 13.  7. 14.  0.]
"мотну
",[14. 16. 20. 15. 21.  0.]
"силен
",[19. 10. 13.  6. 15.  0.]
"крохи
",[12. 18. 16. 23. 10.  0.]
"фасую
",[22.  1. 19. 21. 32.  0.]
"изобр
",[10.  9. 16.  2. 18.  0.]
"жгучи
",[ 8.  4. 21. 25. 10.  0.]
"бычью
",[ 2. 29. 25. 28. 32.  0.]
"мезон
",[14.  6.  9. 16. 15.  0.]
"беков
",[ 2.  6. 12. 16.  3.  0.]
"гитов
",[ 4. 10. 20. 16.  3.  0.]
"долах
",[ 5. 16. 13.  1. 23.  0.]
"донье
",[ 5. 16. 15. 28.  6.  0.]
"жакоб
",[ 8.  1. 12. 16.  2.  0.]
"опеки
",[16. 17.  6. 12. 10.  0.]
"изнан
",[10.  9. 15.  1. 15.  0.]
"свечк
",[19.  3.  6. 25. 12.  0.]
"шелес
",[26.  6. 13.  6. 19.  0.]
"арине
",[ 1. 18. 10. 15.  6.  0.]
"бутон
",[ 2. 21. 20. 16. 15.  0.]
"хилое
",[23. 10. 13. 16.  6.  0.]
"пылче
",[17. 29. 13. 25.  6.  0.]
"полях
",[17. 16. 13. 33. 23.  0.]
"чепца
",[25.  6. 17. 24.  1.  0.]
"минем
",[14. 10. 15.  6. 14.  0.]
"кулик
",[12. 21. 13. 10. 12.  0.]
"керчи
",[12.  6. 18. 25. 10.  0.]
"лёнею
",[13.  7. 15.  6. 32.  0.]
"матча
",[14.  1. 20. 25.  1.  0.]
"множу
",[14. 15. 16.  8. 21.  0.]
"соски
",[19. 16. 19. 12. 10.  0.]
"пуньк
",[17. 21. 15. 28. 12.  0.]
"оттен
",[16. 20. 20.  6. 15.  0.]
"кажда
",[12.  1.  8.  5.  1.  0.]
"навью
",[15.  1.  3. 28. 32.  0.]
"талий
",[20.  1. 13. 10. 11.  0.]
"целик
",[24.  6. 13. 10. 12.  0.]
"дубом
",[ 5. 21.  2. 16. 14.  0.]
"лгите
",[13.  4. 10. 20.  6.  0.]
"пощеч
",[17. 16. 27.  6. 25.  0.]
"делля
",[ 5.  6. 13. 13. 33.  0.]
"каюты
",[12.  1. 32. 20. 29.  0.]
"рауте
",[18.  1. 21. 20.  6.  0.]
"ферту
",[22.  6. 18. 20. 21.  0.]
"ножны
",[15. 16.  8. 15. 29.  0.]
"жильё
",[ 8. 10. 13. 28.  7.  0.]
"песет
",[17.  6. 19.  6. 20.  0.]
"алтаю
",[ 1. 13. 20.  1. 32.  0.]
"отпей
",[16. 20. 17.  6. 11.  0.]
"ужмёт
",[21.  8. 14.  7. 20.  0.]
"егерю
",[ 6.  4.  6. 18. 32.  0.]
"бризы
",[ 2. 18. 10.  9. 29.  0.]
"шурпа
",[26. 21. 18. 17.  1.  0.]
"токах
",[20. 16. 12.  1. 23.  0.]
"куцый
",[12. 21. 24. 29. 11.  0.]
"огонь
",[16.  4. 16. 15. 28.  0.]
"тайгу
",[20.  1. 11.  4. 21.  0.]
"миски
",[14. 10. 19. 12. 10.  0.]
"журна
",[ 8. 21. 18. 15.  1.  0.]
"связа
",[19.  3. 33.  9.  1.  0.]
"яруга
",[33. 18. 21.  4.  1.  0.]
"стаду
",[19. 20.  1.  5. 21.  0.]
"крапе
",[12. 18.  1. 17.  6.  0.]
"пруте
",[17. 18. 21. 20.  6.  0.]
"котле
",[12. 16. 20. 13.  6.  0.]
"обвёл
",[16.  2.  3.  7. 13.  0.]
"лёшах
",[13.  7. 26.  1. 23.  0.]
"дутом
",[ 5. 21. 20. 16. 14.  0.]
"юнице
",[32. 15. 10. 24.  6.  0.]
"заним
",[ 9.  1. 15. 10. 14.  0.]
"щепою
",[27.  6. 17. 16. 32.  0.]
"палую
",[17.  1. 13. 21. 32.  0.]
"кирки
",[12. 10. 18. 12. 10.  0.]
"дунет
",[ 5. 21. 15.  6. 20.  0.]
"одёже
",[16.  5.  7.  8.  6.  0.]
"корею
",[12. 16. 18.  6. 32.  0.]
"пелся
",[17.  6. 13. 19. 33.  0.]
"идеал
",[10.  5.  6.  1. 13.  0.]
"супру
",[19. 21. 17. 18. 21.  0.]
"вникн
",[ 3. 15. 10. 12. 15.  0.]
"зонти
",[ 9. 16. 15. 20. 10.  0.]
"почка
",[17. 16. 25. 12.  1.  0.]
"икару
",[10. 12.  1. 18. 21.  0.]
"казац
",[12.  1.  9.  1. 24.  0.]
"лазай
",[13.  1.  9.  1. 11.  0.]
"поймы
",[17. 16. 11. 14. 29.  0.]
"былые
",[ 2. 29. 13. 29.  6.  0.]
"гниет
",[ 4. 15. 10.  6. 20.  0.]
"ловчу
",[13. 16.  3. 25. 21.  0.]
"мячик
",[14. 33. 25. 10. 12.  0.]
"плавн
",[17. 13.  1.  3. 15.  0.]
"хазой
",[23.  1.  9. 16. 11.  0.]
"аюдаг
",[ 1. 32.  5.  1.  4.  0.]
"опубл
",[16. 17. 21.  2. 13.  0.]
"ловят
",[13. 16.  3. 33. 20.  0.]
"рычал
",[18. 29. 25.  1. 13.  0.]
"фонду
",[22. 16. 15.  5. 21.  0.]
"ямине
",[33. 14. 10. 15.  6.  0.]
"утеку
",[21. 20.  6. 12. 21.  0.]
"опуст
",[16. 17. 21. 19. 20.  0.]
"молвь
",[14. 16. 13.  3. 28.  0.]
"посла
",[17. 16. 19. 13.  1.  0.]
"цифре
",[24. 10. 22. 18.  6.  0.]
"рваче
",[18.  3.  1. 25.  6.  0.]
"покос
",[17. 16. 12. 16. 19.  0.]
"утлом
",[21. 20. 13. 16. 14.  0.]
"сплит
",[19. 17. 13. 10. 20.  0.]
"явтух
",[33.  3. 20. 21. 23.  0.]
"дырки
",[ 5. 29. 18. 12. 10.  0.]
"детст
",[ 5.  6. 20. 19. 20.  0.]
"рядно
",[18. 33.  5. 15. 16.  0.]
"душей
",[ 5. 21. 26.  6. 11.  0.]
"юриди
",[32. 18. 10.  5. 10.  0.]
"клине
",[12. 13. 10. 15.  6.  0.]
"шкуре
",[26. 12. 21. 18.  6.  0.]
"гадят
",[ 4.  1.  5. 33. 20.  0.]
"шашек
",[26.  1. 26.  6. 12.  0.]
"члены
",[25. 13.  6. 15. 29.  0.]
"кагат
",[12.  1.  4.  1. 20.  0.]
"свела
",[19.  3.  6. 13.  1.  0.]
"ноток
",[15. 16. 20. 16. 12.  0.]
"други
",[ 5. 18. 21.  4. 10.  0.]
"малюя
",[14.  1. 13. 32. 33.  0.]
"нежно
",[15.  6.  8. 15. 16.  0.]
"говел
",[ 4. 16.  3.  6. 13.  0.]
"школы
",[26. 12. 16. 13. 29.  0.]
"судам
",[19. 21.  5.  1. 14.  0.]
"робел
",[18. 16.  2.  6. 13.  0.]
"сатир
",[19.  1. 20. 10. 18.  0.]
"объял
",[16.  2. 30. 33. 13.  0.]
"сагах
",[19.  1.  4.  1. 23.  0.]
"одног
",[16.  5. 15. 16.  4.  0.]
"амбры
",[ 1. 14.  2. 18. 29.  0.]
"храпу
",[23. 18.  1. 17. 21.  0.]
"падуе
",[17.  1.  5. 21.  6.  0.]
"юбовь
",[32.  2. 16.  3. 28.  0.]
"пожги
",[17. 16.  8.  4. 10.  0.]
"рамок
",[18.  1. 14. 16. 12.  0.]
"помыт
",[17. 16. 14. 29. 20.  0.]
"лесса
",[13.  6. 19. 19.  1.  0.]
"союзу
",[19. 16. 32.  9. 21.  0.]
"монас
",[14. 16. 15.  1. 19.  0.]
"верят
",[ 3.  6. 18. 33. 20.  0.]
"майкл
",[14.  1. 11. 12. 13.  0.]
"шлыке
",[26. 13. 29. 12.  6.  0.]
"кунья
",[12. 21. 15. 28. 33.  0.]
"вящих
",[ 3. 33. 27. 10. 23.  0.]
"коляс
",[12. 16. 13. 33. 19.  0.]
"залип
",[ 9.  1. 13. 10. 17.  0.]
"русту
",[18. 21. 19. 20. 21.  0.]
"коала
",[12. 16.  1. 13.  1.  0.]
"эверс
",[31.  3.  6. 18. 19.  0.]
"шанкр
",[26.  1. 15. 12. 18.  0.]
"докла
",[ 5. 16. 12. 13.  1.  0.]
"милый
",[14. 10. 13. 29. 11.  0.]
"обыкн
",[16.  2. 29. 12. 15.  0.]
"гемму
",[ 4.  6. 14. 14. 21.  0.]
"страс
",[19. 20. 18.  1. 19.  0.]
"шалой
",[26.  1. 13. 16. 11.  0.]
"лебег
",[13.  6.  2.  6.  4.  0.]
"фарсы
",[22.  1. 18. 19. 29.  0.]
"йогов
",[11. 16.  4. 16.  3.  0.]
"проле
",[17. 18. 16. 13.  6.  0.]
"слиты
",[19. 13. 10. 20. 29.  0.]
"извит
",[10.  9.  3. 10. 20.  0.]
"бузой
",[ 2. 21.  9. 16. 11.  0.]
"юмизм
",[32. 14. 10.  9. 14.  0.]
"темно
",[20.  6. 14. 15. 16.  0.]
"метек
",[14.  6. 20.  6. 12.  0.]
"ужасы
",[21.  8.  1. 19. 29.  0.]
"давай
",[ 5.  1.  3.  1. 11.  0.]
"особу
",[16. 19. 16.  2. 21.  0.]
"князя
",[12. 15. 33.  9. 33.  0.]
"взаём
",[ 3.  9.  1.  7. 14.  0.]
"мачты
",[14.  1. 25. 20. 29.  0.]
"сонму
",[19. 16. 15. 14. 21.  0.]
"приди
",[17. 18. 10.  5. 10.  0.]
"немно
",[15.  6. 14. 15. 16.  0.]
"котлу
",[12. 16. 20. 13. 21.  0.]
"корды
",[12. 16. 18.  5. 29.  0.]
"газах
",[ 4.  1.  9.  1. 23.  0.]
"опила
",[16. 17. 10. 13.  1.  0.]
"подлы
",[17. 16.  5. 13. 29.  0.]
"верою
",[ 3.  6. 18. 16. 32.  0.]
"везде
",[3. 6. 9. 5. 6. 0.]
"тайне
",[20.  1. 11. 15.  6.  0.]
"лупил
",[13. 21. 17. 10. 13.  0.]
"мёрли
",[14.  7. 18. 13. 10.  0.]
"ощуща
",[16. 27. 21. 27.  1.  0.]
"киске
",[12. 10. 19. 12.  6.  0.]
"фунта
",[22. 21. 15. 20.  1.  0.]
"тщась
",[20. 27.  1. 19. 28.  0.]
"аисты
",[ 1. 10. 19. 20. 29.  0.]
"икону
",[10. 12. 16. 15. 21.  0.]
"сточу
",[19. 20. 16. 25. 21.  0.]
"вялит
",[ 3. 33. 13. 10. 20.  0.]
"ракша
",[18.  1. 12. 26.  1.  0.]
"кнопы
",[12. 15. 16. 17. 29.  0.]
"люпин
",[13. 32. 17. 10. 15.  0.]
"четьи
",[25.  6. 20. 28. 10.  0.]
"кочан
",[12. 16. 25.  1. 15.  0.]
"студи
",[19. 20. 21.  5. 10.  0.]
"ёмкая
",[ 7. 14. 12.  1. 33.  0.]
"гелям
",[ 4.  6. 13. 33. 14.  0.]
"тузит
",[20. 21.  9. 10. 20.  0.]
"курса
",[12. 21. 18. 19.  1.  0.]
"иисус
",[10. 10. 19. 21. 19.  0.]
"ясную
",[33. 19. 15. 21. 32.  0.]
"пемба
",[17.  6. 14.  2.  1.  0.]
"чадил
",[25.  1.  5. 10. 13.  0.]
"убила
",[21.  2. 10. 13.  1.  0.]
"влажу
",[ 3. 13.  1.  8. 21.  0.]
"сношу
",[19. 15. 16. 26. 21.  0.]
"схват
",[19. 23.  3.  1. 20.  0.]
"токмя
",[20. 16. 12. 14. 33.  0.]
"бурей
",[ 2. 21. 18.  6. 11.  0.]
"утиле
",[21. 20. 10. 13.  6.  0.]
"совах
",[19. 16.  3.  1. 23.  0.]
"шлете
",[26. 13.  6. 20.  6.  0.]
"пробо
",[17. 18. 16.  2. 16.  0.]
"восем
",[ 3. 16. 19.  6. 14.  0.]
"шпату
",[26. 17.  1. 20. 21.  0.]
"траур
",[20. 18.  1. 21. 18.  0.]
"упоён
",[21. 17. 16.  7. 15.  0.]
"давал
",[ 5.  1.  3.  1. 13.  0.]
"садче
",[19.  1.  5. 25.  6.  0.]
"париж
",[17.  1. 18. 10.  8.  0.]
"пасха
",[17.  1. 19. 23.  1.  0.]
"неког
",[15.  6. 12. 16.  4.  0.]
"понос
",[17. 16. 15. 16. 19.  0.]
"печки
",[17.  6. 25. 12. 10.  0.]
"вовке
",[ 3. 16.  3. 12.  6.  0.]
"бурят
",[ 2. 21. 18. 33. 20.  0.]
"пшена
",[17. 26.  6. 15.  1.  0.]
"выпях
",[ 3. 29. 17. 33. 23.  0.]
"перли
",[17.  6. 18. 13. 10.  0.]
"слоге
",[19. 13. 16.  4.  6.  0.]
"легла
",[13.  6.  4. 13.  1.  0.]
"зачли
",[ 9.  1. 25. 13. 10.  0.]
"гридь
",[ 4. 18. 10.  5. 28.  0.]
"орион
",[16. 18. 10. 16. 15.  0.]
"помел
",[17. 16. 14.  6. 13.  0.]
"мнила
",[14. 15. 10. 13.  1.  0.]
"равен
",[18.  1.  3.  6. 15.  0.]
"тупыш
",[20. 21. 17. 29. 26.  0.]
"пумам
",[17. 21. 14.  1. 14.  0.]
"гетры
",[ 4.  6. 20. 18. 29.  0.]
"посет
",[17. 16. 19.  6. 20.  0.]
"вгоню
",[ 3.  4. 16. 15. 32.  0.]
"лусон
",[13. 21. 19. 16. 15.  0.]
"ёрзая
",[ 7. 18.  9.  1. 33.  0.]
"допру
",[ 5. 16. 17. 18. 21.  0.]
"сипят
",[19. 10. 17. 33. 20.  0.]
"рядах
",[18. 33.  5.  1. 23.  0.]
"ляшка
",[13. 33. 26. 12.  1.  0.]
"мотто
",[14. 16. 20. 20. 16.  0.]
"розою
",[18. 16.  9. 16. 32.  0.]
"упоко
",[21. 17. 16. 12. 16.  0.]
"резца
",[18.  6.  9. 24.  1.  0.]
"армию
",[ 1. 18. 14. 10. 32.  0.]
"жучке
",[ 8. 21. 25. 12.  6.  0.]
"мелке
",[14.  6. 13. 12.  6.  0.]
"пойка
",[17. 16. 11. 12.  1.  0.]
"умыта
",[21. 14. 29. 20.  1.  0.]
"гелии
",[ 4.  6. 13. 10. 10.  0.]
"герцы
",[ 4.  6. 18. 24. 29.  0.]
"развр
",[18.  1.  9.  3. 18.  0.]
"серпе
",[19.  6. 18. 17.  6.  0.]
"хопёр
",[23. 16. 17.  7. 18.  0.]
"окнам
",[16. 12. 15.  1. 14.  0.]
"знаеш
",[ 9. 15.  1.  6. 26.  0.]
"псарь
",[17. 19.  1. 18. 28.  0.]
"опыту
",[16. 17. 29. 20. 21.  0.]
"вдохн
",[ 3.  5. 16. 23. 15.  0.]
"клыке
",[12. 13. 29. 12.  6.  0.]
"ужель
",[21.  8.  6. 13. 28.  0.]
"лерок
",[13.  6. 18. 16. 12.  0.]
"ружан
",[18. 21.  8.  1. 15.  0.]
"уплыл
",[21. 17. 13. 29. 13.  0.]
"чудик
",[25. 21.  5. 10. 12.  0.]
"белым
",[ 2.  6. 13. 29. 14.  0.]
"хвора
",[23.  3. 16. 18.  1.  0.]
"драме
",[ 5. 18.  1. 14.  6.  0.]
"начёт
",[15.  1. 25.  7. 20.  0.]
"шашни
",[26.  1. 26. 15. 10.  0.]
"этому
",[31. 20. 16. 14. 21.  0.]
"низки
",[15. 10.  9. 12. 10.  0.]
"ужать
",[21.  8.  1. 20. 28.  0.]
"бытья
",[ 2. 29. 20. 28. 33.  0.]
"хлупь
",[23. 13. 21. 17. 28.  0.]
"тосту
",[20. 16. 19. 20. 21.  0.]
"гудим
",[ 4. 21.  5. 10. 14.  0.]
"барию
",[ 2.  1. 18. 10. 32.  0.]
"луцка
",[13. 21. 24. 12.  1.  0.]
"томов
",[20. 16. 14. 16.  3.  0.]
"араке
",[ 1. 18.  1. 12.  6.  0.]
"флюсе
",[22. 13. 32. 19.  6.  0.]
"тайма
",[20.  1. 11. 14.  1.  0.]
"имаме
",[10. 14.  1. 14.  6.  0.]
"фации
",[22.  1. 24. 10. 10.  0.]
"хилым
",[23. 10. 13. 29. 14.  0.]
"щупаю
",[27. 21. 17.  1. 32.  0.]
"дюжее
",[ 5. 32.  8.  6.  6.  0.]
"зеваю
",[ 9.  6.  3.  1. 32.  0.]
"вещее
",[ 3.  6. 27.  6.  6.  0.]
"живом
",[ 8. 10.  3. 16. 14.  0.]
"таяся
",[20.  1. 33. 19. 33.  0.]
"карте
",[12.  1. 18. 20.  6.  0.]
"мудря
",[14. 21.  5. 18. 33.  0.]
"итить
",[10. 20. 10. 20. 28.  0.]
"осина
",[16. 19. 10. 15.  1.  0.]
"палят
",[17.  1. 13. 33. 20.  0.]
"сошек
",[19. 16. 26.  6. 12.  0.]
"агеев
",[1. 4. 6. 6. 3. 0.]
"слому
",[19. 13. 16. 14. 21.  0.]
"гнело
",[ 4. 15.  6. 13. 16.  0.]
"смоль
",[19. 14. 16. 13. 28.  0.]
"сытна
",[19. 29. 20. 15.  1.  0.]
"ущеми
",[21. 27.  6. 14. 10.  0.]
"сурик
",[19. 21. 18. 10. 12.  0.]
"штыль
",[26. 20. 29. 13. 28.  0.]
"койку
",[12. 16. 11. 12. 21.  0.]
"выгну
",[ 3. 29.  4. 15. 21.  0.]
"дотом
",[ 5. 16. 20. 16. 14.  0.]
"лейку
",[13.  6. 11. 12. 21.  0.]
"фазам
",[22.  1.  9.  1. 14.  0.]
"вотяк
",[ 3. 16. 20. 33. 12.  0.]
"посло
",[17. 16. 19. 13. 16.  0.]
"сорва
",[19. 16. 18.  3.  1.  0.]
"фивах
",[22. 10.  3.  1. 23.  0.]
"ахало
",[ 1. 23.  1. 13. 16.  0.]
"ожила
",[16.  8. 10. 13.  1.  0.]
"харею
",[23.  1. 18.  6. 32.  0.]
"тамар
",[20.  1. 14.  1. 18.  0.]
"выгни
",[ 3. 29.  4. 15. 10.  0.]
"сепия
",[19.  6. 17. 10. 33.  0.]
"кроки
",[12. 18. 16. 12. 10.  0.]
"сирен
",[19. 10. 18.  6. 15.  0.]
"квинт
",[12.  3. 10. 15. 20.  0.]
"кушал
",[12. 21. 26.  1. 13.  0.]
"щёкот
",[27.  7. 12. 16. 20.  0.]
"комех
",[12. 16. 14.  6. 23.  0.]
"зябло
",[ 9. 33.  2. 13. 16.  0.]
"жирно
",[ 8. 10. 18. 15. 16.  0.]
"тёлки
",[20.  7. 13. 12. 10.  0.]
"тембр
",[20.  6. 14.  2. 18.  0.]
"карма
",[12.  1. 18. 14.  1.  0.]
"зияет
",[ 9. 10. 33.  6. 20.  0.]
"ангоб
",[ 1. 15.  4. 16.  2.  0.]
"являю
",[33.  3. 13. 33. 32.  0.]
"жёгся
",[ 8.  7.  4. 19. 33.  0.]
"банко
",[ 2.  1. 15. 12. 16.  0.]
"мамбо
",[14.  1. 14.  2. 16.  0.]
"удине
",[21.  5. 10. 15.  6.  0.]
"куску
",[12. 21. 19. 12. 21.  0.]
"банги
",[ 2.  1. 15.  4. 10.  0.]
"грабь
",[ 4. 18.  1.  2. 28.  0.]
"щепах
",[27.  6. 17.  1. 23.  0.]
"асуан
",[ 1. 19. 21.  1. 15.  0.]
"качал
",[12.  1. 25.  1. 13.  0.]
"кодам
",[12. 16.  5.  1. 14.  0.]
"будни
",[ 2. 21.  5. 15. 10.  0.]
"мотка
",[14. 16. 20. 12.  1.  0.]
"изжив
",[10.  9.  8. 10.  3.  0.]
"лавру
",[13.  1.  3. 18. 21.  0.]
"мамки
",[14.  1. 14. 12. 10.  0.]
"наели
",[15.  1.  6. 13. 10.  0.]
"ожили
",[16.  8. 10. 13. 10.  0.]
"являл
",[33.  3. 13. 33. 13.  0.]
"дрань
",[ 5. 18.  1. 15. 28.  0.]
"сален
",[19.  1. 13.  6. 15.  0.]
"черни
",[25.  6. 18. 15. 10.  0.]
"энерг
",[31. 15.  6. 18.  4.  0.]
"андам
",[ 1. 15.  5.  1. 14.  0.]
"доков
",[ 5. 16. 12. 16.  3.  0.]
"сипаи
",[19. 10. 17.  1. 10.  0.]
"улиту
",[21. 13. 10. 20. 21.  0.]
"аршин
",[ 1. 18. 26. 10. 15.  0.]
"сизых
",[19. 10.  9. 29. 23.  0.]
"чешуе
",[25.  6. 26. 21.  6.  0.]
"гилея
",[ 4. 10. 13.  6. 33.  0.]
"очнул
",[16. 25. 15. 21. 13.  0.]
"спиче
",[19. 17. 10. 25.  6.  0.]
"ульем
",[21. 13. 28.  6. 14.  0.]
"изобь
",[10.  9. 16.  2. 28.  0.]
"догад
",[ 5. 16.  4.  1.  5.  0.]
"аксён
",[ 1. 12. 19.  7. 15.  0.]
"тулук
",[20. 21. 13. 21. 12.  0.]
"слоёв
",[19. 13. 16.  7.  3.  0.]
"фонит
",[22. 16. 15. 10. 20.  0.]
"тихие
",[20. 10. 23. 10.  6.  0.]
"секир
",[19.  6. 12. 10. 18.  0.]
"вогни
",[ 3. 16.  4. 15. 10.  0.]
"узине
",[21.  9. 10. 15.  6.  0.]
"послу
",[17. 16. 19. 13. 21.  0.]
"резня
",[18.  6.  9. 15. 33.  0.]
"туман
",[20. 21. 14.  1. 15.  0.]
"польз
",[17. 16. 13. 28.  9.  0.]
"цусин
",[24. 21. 19. 10. 15.  0.]
"читая
",[25. 10. 20.  1. 33.  0.]
"избей
",[10.  9.  2.  6. 11.  0.]
"лазил
",[13.  1.  9. 10. 13.  0.]
"кощею
",[12. 16. 27.  6. 32.  0.]
"пасту
",[17.  1. 19. 20. 21.  0.]
"сыска
",[19. 29. 19. 12.  1.  0.]
"отнын
",[16. 20. 15. 29. 15.  0.]
"сикха
",[19. 10. 12. 23.  1.  0.]
"сякие
",[19. 33. 12. 10.  6.  0.]
"ясака
",[33. 19.  1. 12.  1.  0.]
"опалю
",[16. 17.  1. 13. 32.  0.]
"нарам
",[15.  1. 18.  1. 14.  0.]
"муллу
",[14. 21. 13. 13. 21.  0.]
"внима
",[ 3. 15. 10. 14.  1.  0.]
"сваха
",[19.  3.  1. 23.  1.  0.]
"сколу
",[19. 12. 16. 13. 21.  0.]
"всели
",[ 3. 19.  6. 13. 10.  0.]
"клуши
",[12. 13. 21. 26. 10.  0.]
"поздн
",[17. 16.  9.  5. 15.  0.]
"лазов
",[13.  1.  9. 16.  3.  0.]
"таган
",[20.  1.  4.  1. 15.  0.]
"кризе
",[12. 18. 10.  9.  6.  0.]
"гурте
",[ 4. 21. 18. 20.  6.  0.]
"гемом
",[ 4.  6. 14. 16. 14.  0.]
"серёж
",[19.  6. 18.  7.  8.  0.]
"зевай
",[ 9.  6.  3.  1. 11.  0.]
"утилю
",[21. 20. 10. 13. 32.  0.]
"опыте
",[16. 17. 29. 20.  6.  0.]
"зиной
",[ 9. 10. 15. 16. 11.  0.]
"чижом
",[25. 10.  8. 16. 14.  0.]
"сивко
",[19. 10.  3. 12. 16.  0.]
"хаешь
",[23.  1.  6. 26. 28.  0.]
"лемех
",[13.  6. 14.  6. 23.  0.]
"хочеш
",[23. 16. 25.  6. 26.  0.]
"мраче
",[14. 18.  1. 25.  6.  0.]
"штыри
",[26. 20. 29. 18. 10.  0.]
"зарит
",[ 9.  1. 18. 10. 20.  0.]
"борею
",[ 2. 16. 18.  6. 32.  0.]
"жанны
",[ 8.  1. 15. 15. 29.  0.]
"багаж
",[2. 1. 4. 1. 8. 0.]
"машке
",[14.  1. 26. 12.  6.  0.]
"земле
",[ 9.  6. 14. 13.  6.  0.]
"очере
",[16. 25.  6. 18.  6.  0.]
"ухнув
",[21. 23. 15. 21.  3.  0.]
"эммой
",[31. 14. 14. 16. 11.  0.]
"холим
",[23. 16. 13. 10. 14.  0.]
"нукер
",[15. 21. 12.  6. 18.  0.]
"кукую
",[12. 21. 12. 21. 32.  0.]
"новым
",[15. 16.  3. 29. 14.  0.]
"ганец
",[ 4.  1. 15.  6. 24.  0.]
"жрецы
",[ 8. 18.  6. 24. 29.  0.]
"боксе
",[ 2. 16. 12. 19.  6.  0.]
"криви
",[12. 18. 10.  3. 10.  0.]
"земск
",[ 9.  6. 14. 19. 12.  0.]
"кучер
",[12. 21. 25.  6. 18.  0.]
"дутыш
",[ 5. 21. 20. 29. 26.  0.]
"шайка
",[26.  1. 11. 12.  1.  0.]
"шмону
",[26. 14. 16. 15. 21.  0.]
"инден
",[10. 15.  5.  6. 15.  0.]
"палым
",[17.  1. 13. 29. 14.  0.]
"межою
",[14.  6.  8. 16. 32.  0.]
"урках
",[21. 18. 12.  1. 23.  0.]
"афину
",[ 1. 22. 10. 15. 21.  0.]
"фатах
",[22.  1. 20.  1. 23.  0.]
"вожжи
",[ 3. 16.  8.  8. 10.  0.]
"ингуш
",[10. 15.  4. 21. 26.  0.]
"дюмин
",[ 5. 32. 14. 10. 15.  0.]
"оперш
",[16. 17.  6. 18. 26.  0.]
"сфену
",[19. 22.  6. 15. 21.  0.]
"шлифе
",[26. 13. 10. 22.  6.  0.]
"дарьи
",[ 5.  1. 18. 28. 10.  0.]
"шушва
",[26. 21. 26.  3.  1.  0.]
"инков
",[10. 15. 12. 16.  3.  0.]
"жнива
",[ 8. 15. 10.  3.  1.  0.]
"шкота
",[26. 12. 16. 20.  1.  0.]
"печал
",[17.  6. 25.  1. 13.  0.]
"литом
",[13. 10. 20. 16. 14.  0.]
"влива
",[ 3. 13. 10.  3.  1.  0.]
"охаем
",[16. 23.  1.  6. 14.  0.]
"обвел
",[16.  2.  3.  6. 13.  0.]
"гнута
",[ 4. 15. 21. 20.  1.  0.]
"дьяке
",[ 5. 28. 33. 12.  6.  0.]
"богов
",[ 2. 16.  4. 16.  3.  0.]
"шипун
",[26. 10. 17. 21. 15.  0.]
"бесед
",[ 2.  6. 19.  6.  5.  0.]
"тетин
",[20.  6. 20. 10. 15.  0.]
"вихре
",[ 3. 10. 23. 18.  6.  0.]
"орест
",[16. 18.  6. 19. 20.  0.]
"своим
",[19.  3. 16. 10. 14.  0.]
"понят
",[17. 16. 15. 33. 20.  0.]
"шлифа
",[26. 13. 10. 22.  1.  0.]
"ветлы
",[ 3.  6. 20. 13. 29.  0.]
"диене
",[ 5. 10.  6. 15.  6.  0.]
"овцам
",[16.  3. 24.  1. 14.  0.]
"сырые
",[19. 29. 18. 29.  6.  0.]
"апрел
",[ 1. 17. 18.  6. 13.  0.]
"килек
",[12. 10. 13.  6. 12.  0.]
"выгов
",[ 3. 29.  4. 16.  3.  0.]
